system:index,Dec1999,Dec2000,Dec2007,Dec2008,Dec2020,Dec2021,datamask,gain,id,loss,lossyear,treecover2000,.geo
15413,6,6,6,6,6,6,1,0,15413,0,,37,"{""type"":""Point"",""coordinates"":[166.80589791896705,-22.204574000000008]}"
15414,6,6,6,6,6,6,1,0,15414,0,,37,"{""type"":""Point"",""coordinates"":[166.80589791896705,-22.204304505155218]}"
15415,6,6,6,6,6,6,1,0,15415,0,,37,"{""type"":""Point"",""coordinates"":[166.806189,-22.204843494327378]}"
15416,6,6,6,6,6,6,1,0,15416,1,13,39,"{""type"":""Point"",""coordinates"":[166.806189,-22.204574000000008]}"
15417,6,6,6,6,6,6,1,0,15417,1,13,37,"{""type"":""Point"",""coordinates"":[166.806189,-22.204304505155218]}"
15418,6,6,6,6,6,6,1,0,15418,1,13,45,"{""type"":""Point"",""coordinates"":[166.80648008103287,-22.20484349432738]}"
15419,6,6,6,6,6,6,1,0,15419,1,13,45,"{""type"":""Point"",""coordinates"":[166.80648008103287,-22.204574000000008]}"
15420,6,6,6,6,6,6,1,0,15420,0,,37,"{""type"":""Point"",""coordinates"":[166.80648008103287,-22.204304505155218]}"
15421,1,1,1,1,1,1,1,0,15421,0,,55,"{""type"":""Point"",""coordinates"":[166.80665293808167,-22.195623494327492]}"
15422,1,1,1,1,1,1,1,0,15422,0,,45,"{""type"":""Point"",""coordinates"":[166.80665293808167,-22.195353999999995]}"
15423,1,1,1,1,1,1,1,0,15423,0,,76,"{""type"":""Point"",""coordinates"":[166.80665293808167,-22.195084505155332]}"
15424,6,6,6,6,6,6,1,0,15424,1,13,51,"{""type"":""Point"",""coordinates"":[166.806944,-22.195623494327492]}"
15425,6,6,6,6,6,6,1,0,15425,1,13,47,"{""type"":""Point"",""coordinates"":[166.806944,-22.195353999999995]}"
15426,1,1,2,2,3,3,1,0,15426,0,,59,"{""type"":""Point"",""coordinates"":[166.806944,-22.195084505155332]}"
15427,6,6,6,6,6,6,1,0,15427,0,,45,"{""type"":""Point"",""coordinates"":[166.807092913938,-22.20726849432734]}"
15428,6,6,6,6,6,6,1,0,15428,1,14,45,"{""type"":""Point"",""coordinates"":[166.807092913938,-22.206999000000003]}"
15429,6,6,6,6,6,6,1,0,15429,1,14,45,"{""type"":""Point"",""coordinates"":[166.807092913938,-22.206729505155167]}"
15430,6,6,6,6,6,6,1,0,15430,1,13,67,"{""type"":""Point"",""coordinates"":[166.80723506191828,-22.195623494327492]}"
15431,6,6,6,6,6,6,1,0,15431,1,13,63,"{""type"":""Point"",""coordinates"":[166.80723506191828,-22.195353999999995]}"
15432,6,6,6,6,6,6,1,0,15432,0,,66,"{""type"":""Point"",""coordinates"":[166.80723506191828,-22.195084505155332]}"
15433,6,6,6,6,6,6,1,0,15433,1,14,45,"{""type"":""Point"",""coordinates"":[166.807384,-22.20726849432734]}"
15434,6,6,6,6,6,6,1,0,15434,1,14,45,"{""type"":""Point"",""coordinates"":[166.807384,-22.206999000000003]}"
15435,1,1,1,1,3,3,1,0,15435,1,14,62,"{""type"":""Point"",""coordinates"":[166.807384,-22.206729505155167]}"
15436,6,6,6,6,6,6,1,0,15436,1,16,45,"{""type"":""Point"",""coordinates"":[166.80741176811824,-22.277436494326423]}"
15437,6,6,6,6,6,6,1,0,15437,1,16,45,"{""type"":""Point"",""coordinates"":[166.80741176811824,-22.27716699999999]}"
15438,6,6,6,6,6,6,1,0,15438,1,16,41,"{""type"":""Point"",""coordinates"":[166.80741176811824,-22.276897505154256]}"
15439,6,6,6,6,6,6,1,0,15439,1,13,45,"{""type"":""Point"",""coordinates"":[166.80758492855676,-22.200218494327427]}"
15440,6,6,6,6,6,6,1,0,15440,1,13,38,"{""type"":""Point"",""coordinates"":[166.80758492855676,-22.199949000000007]}"
15441,6,6,6,6,6,6,1,0,15441,1,13,38,"{""type"":""Point"",""coordinates"":[166.80758492855676,-22.199679505155277]}"
15442,1,1,1,1,2,2,1,0,15442,0,,45,"{""type"":""Point"",""coordinates"":[166.80765886953353,-22.22866549432709]}"
15443,1,1,2,2,3,3,1,0,15443,0,,45,"{""type"":""Point"",""coordinates"":[166.80765886953353,-22.228396000000004]}"
15444,1,1,1,1,4,4,1,0,15444,0,,51,"{""type"":""Point"",""coordinates"":[166.80765886953353,-22.22812650515492]}"
15445,6,6,6,6,6,6,1,0,15445,1,14,45,"{""type"":""Point"",""coordinates"":[166.80767508606203,-22.20726849432734]}"
15446,6,6,6,6,6,6,1,0,15446,1,14,45,"{""type"":""Point"",""coordinates"":[166.80767508606203,-22.206999000000003]}"
15447,1,1,1,1,3,3,1,0,15447,1,14,62,"{""type"":""Point"",""coordinates"":[166.80767508606203,-22.206729505155167]}"
15448,6,6,6,6,6,6,1,0,15448,1,16,45,"{""type"":""Point"",""coordinates"":[166.80770300000003,-22.277436494326423]}"
15449,6,6,6,6,6,6,1,0,15449,1,16,45,"{""type"":""Point"",""coordinates"":[166.80770300000003,-22.27716699999999]}"
15450,6,6,6,6,6,6,1,0,15450,0,,41,"{""type"":""Point"",""coordinates"":[166.80770300000003,-22.276897505154256]}"
15451,6,6,6,6,6,6,1,0,15451,0,,44,"{""type"":""Point"",""coordinates"":[166.807876,-22.200218494327427]}"
15452,6,6,6,6,6,6,1,0,15452,1,13,37,"{""type"":""Point"",""coordinates"":[166.807876,-22.199949000000007]}"
15453,6,6,6,6,6,6,1,0,15453,1,13,37,"{""type"":""Point"",""coordinates"":[166.807876,-22.199679505155277]}"
15454,1,1,1,1,2,2,1,0,15454,0,,54,"{""type"":""Point"",""coordinates"":[166.80795,-22.228665494327092]}"
15455,1,1,1,1,2,2,1,0,15455,0,,55,"{""type"":""Point"",""coordinates"":[166.80795,-22.228396000000004]}"
15456,6,6,6,6,6,6,1,0,15456,0,,51,"{""type"":""Point"",""coordinates"":[166.80795,-22.22812650515492]}"
15457,6,6,6,6,6,6,1,0,15457,0,,20,"{""type"":""Point"",""coordinates"":[166.8079942318818,-22.277436494326423]}"
15458,6,6,6,6,6,6,1,0,15458,1,16,28,"{""type"":""Point"",""coordinates"":[166.8079942318818,-22.27716699999999]}"
15459,6,6,6,6,6,6,1,0,15459,1,16,45,"{""type"":""Point"",""coordinates"":[166.8079942318818,-22.276897505154256]}"
15460,6,6,6,6,6,6,1,0,15460,1,13,37,"{""type"":""Point"",""coordinates"":[166.80816707144328,-22.20021849432743]}"
15461,6,6,6,6,6,6,1,0,15461,0,,37,"{""type"":""Point"",""coordinates"":[166.80816707144328,-22.199949000000007]}"
15462,6,6,6,6,6,6,1,0,15462,0,,37,"{""type"":""Point"",""coordinates"":[166.80816707144328,-22.199679505155277]}"
15463,1,1,1,1,1,1,1,0,15463,0,,54,"{""type"":""Point"",""coordinates"":[166.80824113046654,-22.22866549432709]}"
15464,1,1,1,1,2,2,1,0,15464,0,,51,"{""type"":""Point"",""coordinates"":[166.80824113046654,-22.228396000000004]}"
15465,1,1,2,2,4,4,1,0,15465,0,,54,"{""type"":""Point"",""coordinates"":[166.80824113046654,-22.22812650515492]}"
15466,6,6,6,6,6,6,1,0,15466,0,,9,"{""type"":""Point"",""coordinates"":[166.80830876419083,-22.279322494326408]}"
15467,6,6,6,6,6,6,1,0,15467,0,,37,"{""type"":""Point"",""coordinates"":[166.80830876419083,-22.279053000000008]}"
15468,6,6,6,6,6,6,1,0,15468,0,,37,"{""type"":""Point"",""coordinates"":[166.80830876419083,-22.278783505154255]}"
15469,6,6,6,6,6,6,1,0,15469,1,16,45,"{""type"":""Point"",""coordinates"":[166.80844978844627,-22.26767149432655]}"
15470,6,6,6,6,6,6,1,0,15470,0,,45,"{""type"":""Point"",""coordinates"":[166.80844978844627,-22.267402000000008]}"
15471,6,6,6,6,6,6,1,0,15471,0,,9,"{""type"":""Point"",""coordinates"":[166.80844978844627,-22.2671325051544]}"
15472,6,6,6,6,6,6,1,0,15472,0,,16,"{""type"":""Point"",""coordinates"":[166.8086,-22.279322494326408]}"
15473,6,6,6,6,6,6,1,0,15473,1,16,37,"{""type"":""Point"",""coordinates"":[166.8086,-22.279053000000008]}"
15474,6,6,6,6,6,6,1,0,15474,0,,13,"{""type"":""Point"",""coordinates"":[166.8086,-22.278783505154255]}"
15475,6,6,6,6,6,6,1,0,15475,1,16,37,"{""type"":""Point"",""coordinates"":[166.808741,-22.26767149432655]}"
15476,1,1,2,2,3,3,1,0,15476,1,16,37,"{""type"":""Point"",""coordinates"":[166.808741,-22.267402000000008]}"
15477,6,6,6,6,6,6,1,0,15477,0,,29,"{""type"":""Point"",""coordinates"":[166.808741,-22.2671325051544]}"
15478,6,6,6,6,6,6,1,0,15478,1,16,8,"{""type"":""Point"",""coordinates"":[166.80889123580926,-22.279322494326408]}"
15479,6,6,6,6,6,6,1,0,15479,0,,37,"{""type"":""Point"",""coordinates"":[166.80889123580926,-22.279053000000008]}"
15480,6,6,6,6,6,6,1,0,15480,0,,13,"{""type"":""Point"",""coordinates"":[166.80889123580926,-22.278783505154255]}"
15481,6,6,6,6,6,6,1,0,15481,1,16,37,"{""type"":""Point"",""coordinates"":[166.8090322115537,-22.26767149432655]}"
15482,1,1,1,1,3,3,1,0,15482,1,16,37,"{""type"":""Point"",""coordinates"":[166.8090322115537,-22.267402000000008]}"
15483,1,1,2,2,3,3,1,0,15483,1,16,29,"{""type"":""Point"",""coordinates"":[166.8090322115537,-22.267132505154397]}"
15484,1,1,1,1,4,4,1,0,15484,1,16,51,"{""type"":""Point"",""coordinates"":[166.80907378169442,-22.27091549432652]}"
15485,1,1,2,2,3,3,1,0,15485,1,16,51,"{""type"":""Point"",""coordinates"":[166.80907378169442,-22.270646]}"
15486,1,1,1,1,4,4,1,0,15486,1,16,66,"{""type"":""Point"",""coordinates"":[166.80907378169442,-22.27037650515436]}"
15487,6,6,6,6,6,6,1,0,15487,1,16,55,"{""type"":""Point"",""coordinates"":[166.80937178057454,-22.271453494326508]}"
15488,6,6,6,6,6,6,1,0,15488,1,16,51,"{""type"":""Point"",""coordinates"":[166.80937178057454,-22.27118400000001]}"
15489,1,1,3,3,3,3,1,0,15489,1,16,51,"{""type"":""Point"",""coordinates"":[166.809365,-22.270915494326516]}"
15490,1,1,3,3,3,3,1,0,15490,1,16,51,"{""type"":""Point"",""coordinates"":[166.80937178057454,-22.27091450515435]}"
15491,1,1,1,1,3,3,1,0,15491,1,16,55,"{""type"":""Point"",""coordinates"":[166.809365,-22.270646]}"
15492,1,1,1,1,4,4,1,0,15492,0,,72,"{""type"":""Point"",""coordinates"":[166.809365,-22.27037650515436]}"
15493,1,1,2,2,3,3,1,0,15493,1,16,66,"{""type"":""Point"",""coordinates"":[166.809663,-22.27145349432651]}"
15494,1,1,2,2,3,3,1,0,15494,1,16,72,"{""type"":""Point"",""coordinates"":[166.809663,-22.271184000000005]}"
15495,1,1,1,1,3,3,1,0,15495,1,16,71,"{""type"":""Point"",""coordinates"":[166.80965621830558,-22.270915494326516]}"
15496,1,1,1,1,3,3,1,0,15496,1,16,71,"{""type"":""Point"",""coordinates"":[166.809663,-22.270914505154355]}"
15497,1,1,1,1,4,4,1,0,15497,1,16,71,"{""type"":""Point"",""coordinates"":[166.80965621830558,-22.270646]}"
15498,1,1,1,1,4,4,1,0,15498,1,16,97,"{""type"":""Point"",""coordinates"":[166.80965621830558,-22.27037650515436]}"
15499,6,6,6,6,6,6,1,0,15499,1,14,58,"{""type"":""Point"",""coordinates"":[166.80971891287606,-22.207780494327334]}"
15500,1,1,1,1,3,3,1,0,15500,1,14,45,"{""type"":""Point"",""coordinates"":[166.80971891287606,-22.207511000000004]}"
15501,6,6,6,6,6,6,1,0,15501,1,14,45,"{""type"":""Point"",""coordinates"":[166.80971891287606,-22.207241505155185]}"
15502,1,1,1,1,3,3,1,0,15502,1,16,66,"{""type"":""Point"",""coordinates"":[166.8099542194255,-22.271453494326508]}"
15503,1,1,1,1,3,3,1,0,15503,1,16,72,"{""type"":""Point"",""coordinates"":[166.8099542194255,-22.271184000000005]}"
15504,1,1,1,1,4,4,1,0,15504,1,16,71,"{""type"":""Point"",""coordinates"":[166.8099542194255,-22.27091450515435]}"
15505,1,1,1,1,3,3,1,0,15505,1,14,58,"{""type"":""Point"",""coordinates"":[166.81000999999998,-22.207780494327334]}"
15506,6,6,6,6,6,6,1,0,15506,1,14,45,"{""type"":""Point"",""coordinates"":[166.81000999999998,-22.207511]}"
15507,6,6,6,6,6,6,1,0,15507,1,14,45,"{""type"":""Point"",""coordinates"":[166.81000999999998,-22.207241505155185]}"
15508,1,1,2,2,3,3,1,0,15508,1,14,58,"{""type"":""Point"",""coordinates"":[166.8103010871239,-22.207780494327334]}"
15509,1,1,1,1,3,3,1,0,15509,1,14,55,"{""type"":""Point"",""coordinates"":[166.8103010871239,-22.207510999999997]}"
15510,1,1,2,2,3,3,1,0,15510,1,14,55,"{""type"":""Point"",""coordinates"":[166.8103010871239,-22.207241505155185]}"
15511,1,1,1,1,3,3,1,0,15511,1,16,66,"{""type"":""Point"",""coordinates"":[166.81082378117196,-22.27116649432652]}"
15512,1,1,1,1,4,4,1,0,15512,0,,79,"{""type"":""Point"",""coordinates"":[166.81082378117196,-22.270897000000005]}"
15513,1,1,1,1,4,4,1,0,15513,0,,79,"{""type"":""Point"",""coordinates"":[166.81082378117196,-22.27062750515437]}"
15514,1,1,1,1,3,4,1,0,15514,1,16,67,"{""type"":""Point"",""coordinates"":[166.811115,-22.27116649432652]}"
15515,1,1,1,1,3,3,1,0,15515,1,16,82,"{""type"":""Point"",""coordinates"":[166.811115,-22.270897000000005]}"
15516,1,1,1,1,4,4,1,0,15516,0,,66,"{""type"":""Point"",""coordinates"":[166.811115,-22.27062750515437]}"
15517,6,6,6,6,6,6,1,0,15517,1,16,45,"{""type"":""Point"",""coordinates"":[166.8112668037333,-22.26032449432664]}"
15518,6,6,6,6,6,6,1,0,15518,1,16,45,"{""type"":""Point"",""coordinates"":[166.8112668037333,-22.26005499999999]}"
15519,1,1,2,2,3,3,1,0,15519,1,16,45,"{""type"":""Point"",""coordinates"":[166.8112668037333,-22.259785505154497]}"
15520,1,1,1,1,1,1,1,0,15520,1,16,75,"{""type"":""Point"",""coordinates"":[166.8114062188281,-22.271166494326515]}"
15521,1,1,1,1,2,2,1,0,15521,1,16,71,"{""type"":""Point"",""coordinates"":[166.8114062188281,-22.270897000000005]}"
15522,1,1,1,1,4,4,1,0,15522,0,,62,"{""type"":""Point"",""coordinates"":[166.8114062188281,-22.27062750515437]}"
15523,6,6,6,6,6,6,1,0,15523,1,16,45,"{""type"":""Point"",""coordinates"":[166.811558,-22.26032449432664]}"
15524,6,6,6,6,6,6,1,0,15524,1,16,45,"{""type"":""Point"",""coordinates"":[166.811558,-22.260054999999994]}"
15525,1,1,1,1,3,3,1,0,15525,1,16,45,"{""type"":""Point"",""coordinates"":[166.811558,-22.2597855051545]}"
15526,1,1,1,1,3,3,1,0,15526,1,16,45,"{""type"":""Point"",""coordinates"":[166.8118491962667,-22.26032449432664]}"
15527,1,1,2,2,3,3,1,0,15527,1,16,51,"{""type"":""Point"",""coordinates"":[166.8118491962667,-22.26005499999999]}"
15528,1,1,2,2,3,3,1,0,15528,1,16,51,"{""type"":""Point"",""coordinates"":[166.8118491962667,-22.259785505154493]}"
15529,1,1,1,1,1,1,1,0,15529,0,,45,"{""type"":""Point"",""coordinates"":[166.81500271748527,-22.301735494326135]}"
15530,1,1,1,1,1,1,1,0,15530,0,,45,"{""type"":""Point"",""coordinates"":[166.81500271748527,-22.301466000000005]}"
15531,1,1,1,1,1,1,1,0,15531,0,,62,"{""type"":""Point"",""coordinates"":[166.81500271748527,-22.30119650515397]}"
15532,1,1,2,2,2,2,1,0,15532,0,,45,"{""type"":""Point"",""coordinates"":[166.815294,-22.301735494326135]}"
15533,1,1,2,2,2,2,1,0,15533,0,,45,"{""type"":""Point"",""coordinates"":[166.815294,-22.301466000000005]}"
15534,1,1,2,2,2,2,1,0,15534,0,,45,"{""type"":""Point"",""coordinates"":[166.815294,-22.301196505153968]}"
15535,1,1,1,1,1,1,1,0,15535,0,,45,"{""type"":""Point"",""coordinates"":[166.8155852825147,-22.301735494326135]}"
15536,1,1,1,1,1,1,1,0,15536,0,,45,"{""type"":""Point"",""coordinates"":[166.8155852825147,-22.301466]}"
15537,1,1,1,1,1,1,1,0,15537,0,,55,"{""type"":""Point"",""coordinates"":[166.8155852825147,-22.30119650515397]}"
15538,6,6,6,6,4,4,1,0,15538,0,,45,"{""type"":""Point"",""coordinates"":[166.81617823136094,-22.05354749432934]}"
15539,6,6,6,6,4,4,1,0,15539,0,,45,"{""type"":""Point"",""coordinates"":[166.81617823136094,-22.05327800000001]}"
15540,6,6,6,6,6,6,1,0,15540,0,,41,"{""type"":""Point"",""coordinates"":[166.81617823136094,-22.053008505157173]}"
15541,6,6,6,6,6,6,1,0,15541,0,,45,"{""type"":""Point"",""coordinates"":[166.816469,-22.05354749432934]}"
15542,6,6,6,6,6,6,1,0,15542,0,,45,"{""type"":""Point"",""coordinates"":[166.816469,-22.05327800000001]}"
15543,1,1,1,1,1,1,1,0,15543,0,,45,"{""type"":""Point"",""coordinates"":[166.816469,-22.05300850515717]}"
15544,6,6,6,6,6,6,1,0,15544,0,,16,"{""type"":""Point"",""coordinates"":[166.81675976863903,-22.05354749432934]}"
15545,6,6,6,6,6,6,1,0,15545,0,,24,"{""type"":""Point"",""coordinates"":[166.81675976863903,-22.053278000000006]}"
15546,6,6,6,6,6,6,1,0,15546,0,,0,"{""type"":""Point"",""coordinates"":[166.81675976863903,-22.053008505157166]}"
15547,1,1,3,3,3,3,1,0,15547,0,,71,"{""type"":""Point"",""coordinates"":[166.822223586356,-22.364509494325308]}"
15548,1,1,3,3,4,4,1,0,15548,0,,66,"{""type"":""Point"",""coordinates"":[166.822223586356,-22.36424]}"
15549,6,6,6,6,6,6,1,0,15549,0,,55,"{""type"":""Point"",""coordinates"":[166.822223586356,-22.36397050515315]}"
15550,1,1,2,2,2,2,1,0,15550,0,,62,"{""type"":""Point"",""coordinates"":[166.822515,-22.364509494325304]}"
15551,1,1,3,3,4,4,1,0,15551,0,,59,"{""type"":""Point"",""coordinates"":[166.822515,-22.364239999999995]}"
15552,6,6,6,6,6,6,1,0,15552,0,,45,"{""type"":""Point"",""coordinates"":[166.822515,-22.36397050515315]}"
15553,6,6,6,6,6,6,1,0,15553,0,,62,"{""type"":""Point"",""coordinates"":[166.82280641364403,-22.364509494325304]}"
15554,6,6,6,6,6,6,1,0,15554,0,,59,"{""type"":""Point"",""coordinates"":[166.82280641364403,-22.36424]}"
15555,6,6,6,6,6,6,1,0,15555,0,,45,"{""type"":""Point"",""coordinates"":[166.82280641364403,-22.36397050515315]}"
15556,6,6,6,6,6,6,1,0,15556,0,,45,"{""type"":""Point"",""coordinates"":[166.83206173652434,-22.29260249432625]}"
15557,6,6,6,6,6,6,1,0,15557,0,,45,"{""type"":""Point"",""coordinates"":[166.83206173652434,-22.292333]}"
15558,6,6,6,6,6,6,1,0,15558,0,,51,"{""type"":""Point"",""coordinates"":[166.83206173652434,-22.292063505154086]}"
15559,6,6,6,6,6,6,1,0,15559,0,,45,"{""type"":""Point"",""coordinates"":[166.832353,-22.292602494326253]}"
15560,6,6,6,6,6,6,1,0,15560,0,,45,"{""type"":""Point"",""coordinates"":[166.832353,-22.292333]}"
15561,1,1,1,1,1,2,1,0,15561,0,,47,"{""type"":""Point"",""coordinates"":[166.832353,-22.292063505154086]}"
15562,6,6,6,6,6,6,1,0,15562,0,,45,"{""type"":""Point"",""coordinates"":[166.83264426347566,-22.29260249432625]}"
15563,6,6,6,6,6,6,1,0,15563,0,,45,"{""type"":""Point"",""coordinates"":[166.83264426347566,-22.292333]}"
15564,1,1,1,1,2,2,1,0,15564,0,,47,"{""type"":""Point"",""coordinates"":[166.83264426347566,-22.292063505154086]}"
15565,6,6,6,6,6,6,1,0,15565,0,,55,"{""type"":""Point"",""coordinates"":[166.83277027349186,-22.033042494329592]}"
15566,6,6,6,6,6,6,1,0,15566,1,14,6,"{""type"":""Point"",""coordinates"":[166.83277027349186,-22.03277299999999]}"
15567,6,6,6,6,6,6,1,0,15567,0,,6,"{""type"":""Point"",""coordinates"":[166.83277027349186,-22.032503505157443]}"
15568,6,6,6,6,6,6,1,0,15568,0,,55,"{""type"":""Point"",""coordinates"":[166.833061,-22.033042494329592]}"
15569,6,6,6,6,6,6,1,0,15569,0,,37,"{""type"":""Point"",""coordinates"":[166.833061,-22.03277299999999]}"
15570,6,6,6,6,4,4,1,0,15570,0,,37,"{""type"":""Point"",""coordinates"":[166.833061,-22.032503505157443]}"
15571,6,6,6,6,6,6,1,0,15571,1,14,55,"{""type"":""Point"",""coordinates"":[166.8333517265081,-22.033042494329592]}"
15572,1,1,3,3,3,3,1,0,15572,1,14,66,"{""type"":""Point"",""coordinates"":[166.8333517265081,-22.03277299999999]}"
15573,1,1,1,1,3,3,1,0,15573,1,14,66,"{""type"":""Point"",""coordinates"":[166.8333517265081,-22.032503505157447]}"
15574,1,1,1,1,1,1,1,0,15574,0,,67,"{""type"":""Point"",""coordinates"":[166.83473472811613,-22.296636494326197]}"
15575,1,1,1,1,2,2,1,0,15575,0,,54,"{""type"":""Point"",""coordinates"":[166.83473472811613,-22.296367000000004]}"
15576,1,1,2,2,3,3,1,0,15576,0,,45,"{""type"":""Point"",""coordinates"":[166.83473472811613,-22.29609750515404]}"
15577,1,1,1,1,2,2,1,0,15577,0,,67,"{""type"":""Point"",""coordinates"":[166.83502600000003,-22.296636494326197]}"
15578,1,1,2,2,3,3,1,0,15578,0,,54,"{""type"":""Point"",""coordinates"":[166.83502600000003,-22.296367000000004]}"
15579,1,1,2,2,3,3,1,0,15579,0,,45,"{""type"":""Point"",""coordinates"":[166.83502600000003,-22.29609750515404]}"
15580,1,1,1,1,1,1,1,0,15580,0,,72,"{""type"":""Point"",""coordinates"":[166.83531727188392,-22.296636494326197]}"
15581,1,1,1,1,1,1,1,0,15581,0,,55,"{""type"":""Point"",""coordinates"":[166.83531727188392,-22.296367000000004]}"
15582,6,6,6,6,6,6,1,0,15582,0,,45,"{""type"":""Point"",""coordinates"":[166.83531727188392,-22.296097505154044]}"
15583,6,6,6,6,6,6,1,0,15583,1,13,43,"{""type"":""Point"",""coordinates"":[166.8356482780092,-22.03084249432962]}"
15584,6,6,6,6,6,6,1,0,15584,1,14,45,"{""type"":""Point"",""coordinates"":[166.8356482780092,-22.030573000000004]}"
15585,6,6,6,6,6,6,1,0,15585,1,13,16,"{""type"":""Point"",""coordinates"":[166.8356482780092,-22.030303505157452]}"
15586,6,6,6,6,6,6,1,0,15586,1,14,36,"{""type"":""Point"",""coordinates"":[166.835939,-22.03084249432962]}"
15587,6,6,6,6,6,6,1,0,15587,1,13,20,"{""type"":""Point"",""coordinates"":[166.835939,-22.030573000000004]}"
15588,6,6,6,6,6,6,1,0,15588,1,13,20,"{""type"":""Point"",""coordinates"":[166.835939,-22.03030350515745]}"
15589,6,6,6,6,6,6,1,0,15589,1,13,29,"{""type"":""Point"",""coordinates"":[166.8362297219908,-22.03084249432962]}"
15590,6,6,6,6,6,6,1,0,15590,1,13,16,"{""type"":""Point"",""coordinates"":[166.8362297219908,-22.030573000000008]}"
15591,6,6,6,6,6,6,1,0,15591,0,,16,"{""type"":""Point"",""coordinates"":[166.8362297219908,-22.03030350515745]}"
15592,1,1,1,1,1,1,1,0,15592,0,,89,"{""type"":""Point"",""coordinates"":[166.8387215566872,-22.378681494325118]}"
15593,1,1,1,1,1,1,1,0,15593,0,,66,"{""type"":""Point"",""coordinates"":[166.8387215566872,-22.378411999999997]}"
15594,1,1,1,1,1,1,1,0,15594,0,,64,"{""type"":""Point"",""coordinates"":[166.8387215566872,-22.37814250515297]}"
15595,1,1,1,1,1,1,1,0,15595,0,,90,"{""type"":""Point"",""coordinates"":[166.839013,-22.37868149432512]}"
15596,1,1,2,2,2,2,1,0,15596,0,,56,"{""type"":""Point"",""coordinates"":[166.839013,-22.378412]}"
15597,6,6,6,6,6,6,1,0,15597,0,,39,"{""type"":""Point"",""coordinates"":[166.839013,-22.378142505152965]}"
15598,1,1,1,1,1,1,1,0,15598,0,,86,"{""type"":""Point"",""coordinates"":[166.8393044433128,-22.37868149432512]}"
15599,1,1,2,2,2,2,1,0,15599,0,,60,"{""type"":""Point"",""coordinates"":[166.8393044433128,-22.378411999999997]}"
15600,6,6,6,6,6,6,1,0,15600,0,,39,"{""type"":""Point"",""coordinates"":[166.8393044433128,-22.37814250515297]}"
15601,6,6,6,6,6,6,1,1,15601,1,16,0,"{""type"":""Point"",""coordinates"":[166.8403978460965,-22.23994849432691]}"
15602,6,6,6,6,6,6,1,1,15602,1,16,0,"{""type"":""Point"",""coordinates"":[166.8403978460965,-22.239678999999995]}"
15603,6,6,6,6,6,6,1,1,15603,1,16,0,"{""type"":""Point"",""coordinates"":[166.8403978460965,-22.239409505154736]}"
15604,6,6,6,6,6,6,1,1,15604,1,17,0,"{""type"":""Point"",""coordinates"":[166.840689,-22.23994849432691]}"
15605,6,6,6,6,6,6,1,0,15605,1,17,45,"{""type"":""Point"",""coordinates"":[166.840689,-22.239678999999995]}"
15606,6,6,6,6,6,6,1,1,15606,1,16,0,"{""type"":""Point"",""coordinates"":[166.840689,-22.23940950515474]}"
15607,6,6,6,6,6,6,1,0,15607,1,17,45,"{""type"":""Point"",""coordinates"":[166.84098015390353,-22.239948494326914]}"
15608,6,6,6,6,6,6,1,1,15608,1,17,3,"{""type"":""Point"",""coordinates"":[166.84098015390353,-22.239678999999995]}"
15609,6,6,6,6,6,6,1,1,15609,1,17,8,"{""type"":""Point"",""coordinates"":[166.84098015390353,-22.23940950515474]}"
15610,6,6,6,6,4,4,1,0,15610,0,,45,"{""type"":""Point"",""coordinates"":[166.84230105216187,-22.14049549432822]}"
15611,6,6,6,6,6,6,1,0,15611,0,,45,"{""type"":""Point"",""coordinates"":[166.84230105216187,-22.140226]}"
15612,6,6,6,6,6,6,1,0,15612,0,,45,"{""type"":""Point"",""coordinates"":[166.84230105216187,-22.13995650515605]}"
15613,6,6,6,6,6,6,1,0,15613,0,,45,"{""type"":""Point"",""coordinates"":[166.842592,-22.140495494328217]}"
15614,6,6,6,6,6,6,1,0,15614,0,,45,"{""type"":""Point"",""coordinates"":[166.842592,-22.140226]}"
15615,6,6,6,6,6,6,1,0,15615,0,,45,"{""type"":""Point"",""coordinates"":[166.842592,-22.13995650515605]}"
15616,6,6,6,6,6,6,1,0,15616,0,,45,"{""type"":""Point"",""coordinates"":[166.8428829478381,-22.14049549432822]}"
15617,6,6,6,6,6,6,1,0,15617,0,,45,"{""type"":""Point"",""coordinates"":[166.8428829478381,-22.140226]}"
15618,6,6,6,6,6,6,1,0,15618,0,,45,"{""type"":""Point"",""coordinates"":[166.8428829478381,-22.13995650515605]}"
15619,6,6,6,6,6,6,1,1,15619,1,19,0,"{""type"":""Point"",""coordinates"":[166.84331084560196,-22.240186494326903]}"
15620,6,6,6,6,6,6,1,1,15620,1,19,0,"{""type"":""Point"",""coordinates"":[166.84331084560196,-22.239916999999995]}"
15621,6,6,6,6,6,6,1,1,15621,1,19,12,"{""type"":""Point"",""coordinates"":[166.84331084560196,-22.23964750515475]}"
15622,6,6,6,6,6,6,1,0,15622,0,,6,"{""type"":""Point"",""coordinates"":[166.843602,-22.240186494326903]}"
15623,6,6,6,6,6,6,1,0,15623,1,19,6,"{""type"":""Point"",""coordinates"":[166.843602,-22.239916999999995]}"
15624,6,6,6,6,6,6,1,0,15624,1,19,45,"{""type"":""Point"",""coordinates"":[166.843602,-22.23964750515475]}"
15625,6,6,6,6,6,6,1,0,15625,0,,0,"{""type"":""Point"",""coordinates"":[166.84389315439807,-22.2401864943269]}"
